scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,abs_delta_score,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,baseline_abs_score,baseline_extremity_norm,exposure_quality_score,exposure_quality_z,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___conscription_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___defense_spending_increase_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,primary_moderator_value,primary_moderator_z
scenario_00088,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,profile_0097,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,22,4,23.0,85.234,72.571,90.574,68.62,86.285,77.302,80.098,16.585,13.44,17.294,11.693,21.876,12.184,15.512,36.527,40.048,9.932,34.962,41.464,12.891,29.304,74.678,74.508,66.926,50.653,66.354,54.822,64.657,79.299,81.531,83.089,69.969,73.684,68.162,75.956,0.6687,0.3313,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,23.0,-1.1892503277717046
scenario_00089,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,144.0,-73.0,73.0,profile_0100,0.62,0.4,0.5,True,True,0.7,0.8,False,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,23,1,18.0,84.111,65.772,72.825,73.98,59.514,77.672,72.312,33.441,35.132,23.886,28.24,29.998,31.292,30.332,56.831,75.725,61.268,71.287,73.357,58.847,66.219,49.649,34.317,28.654,40.595,41.232,39.827,39.046,79.086,57.136,61.488,50.423,68.014,69.767,64.319,0.5406,0.4594,1.0,0.0,0.0,217.0,0.217,0.5066666666666667,-3.797924637609559,0.0,0.0,0.0,18.0,-1.493873874844375
scenario_00090,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,150.0,220.0,70.0,70.0,profile_0100,0.62,0.7,0.6,True,True,0.7,0.6,False,False,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,23,2,18.0,84.111,65.772,72.825,73.98,59.514,77.672,72.312,33.441,35.132,23.886,28.24,29.998,31.292,30.332,56.831,75.725,61.268,71.287,73.357,58.847,66.219,49.649,34.317,28.654,40.595,41.232,39.827,39.046,79.086,57.136,61.488,50.423,68.014,69.767,64.319,0.5406,0.4594,1.0,0.0,0.0,150.0,0.15,0.64,-1.2215321080686057,1.0,0.0,0.0,18.0,-1.493873874844375
scenario_00091,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,68.0,26.0,26.0,profile_0100,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,23,3,18.0,84.111,65.772,72.825,73.98,59.514,77.672,72.312,33.441,35.132,23.886,28.24,29.998,31.292,30.332,56.831,75.725,61.268,71.287,73.357,58.847,66.219,49.649,34.317,28.654,40.595,41.232,39.827,39.046,79.086,57.136,61.488,50.423,68.014,69.767,64.319,0.5406,0.4594,1.0,0.0,0.0,42.0,0.042,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,18.0,-1.493873874844375
scenario_00092,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,98.0,-25.0,25.0,profile_0100,0.62,0.6,0.7,True,True,0.0,0.0,True,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,23,4,18.0,84.111,65.772,72.825,73.98,59.514,77.672,72.312,33.441,35.132,23.886,28.24,29.998,31.292,30.332,56.831,75.725,61.268,71.287,73.357,58.847,66.219,49.649,34.317,28.654,40.595,41.232,39.827,39.046,79.086,57.136,61.488,50.423,68.014,69.767,64.319,0.5406,0.4594,1.0,0.0,0.0,123.0,0.123,0.64,-1.2215321080686057,0.0,0.0,1.0,18.0,-1.493873874844375
scenario_00093,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,180.0,-37.0,37.0,profile_0104,0.62,0.4,0.5,True,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,24,1,18.0,70.786,91.374,63.236,69.706,73.618,81.731,75.075,74.973,71.312,78.661,66.836,65.977,78.973,72.789,19.328,30.122,37.531,15.528,19.567,39.469,26.924,29.149,19.696,26.15,18.191,27.808,24.324,24.22,53.74,51.633,56.983,62.405,65.787,46.479,56.171,0.3758,0.6242,1.0,0.0,0.0,217.0,0.217,0.5066666666666667,-3.797924637609559,0.0,0.0,0.0,18.0,-1.493873874844375
scenario_00094,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-423.0,-387.0,36.0,36.0,profile_0104,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,24,2,18.0,70.786,91.374,63.236,69.706,73.618,81.731,75.075,74.973,71.312,78.661,66.836,65.977,78.973,72.789,19.328,30.122,37.531,15.528,19.567,39.469,26.924,29.149,19.696,26.15,18.191,27.808,24.324,24.22,53.74,51.633,56.983,62.405,65.787,46.479,56.171,0.3758,0.6242,1.0,0.0,0.0,423.0,0.423,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,18.0,-1.493873874844375
scenario_00095,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,52.0,15.0,15.0,profile_0104,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,24,3,18.0,70.786,91.374,63.236,69.706,73.618,81.731,75.075,74.973,71.312,78.661,66.836,65.977,78.973,72.789,19.328,30.122,37.531,15.528,19.567,39.469,26.924,29.149,19.696,26.15,18.191,27.808,24.324,24.22,53.74,51.633,56.983,62.405,65.787,46.479,56.171,0.3758,0.6242,1.0,0.0,0.0,37.0,0.037,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,18.0,-1.493873874844375
scenario_00096,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,68.0,26.0,26.0,profile_0104,0.62,0.7,0.8,False,True,0.7,0.6,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,24,4,18.0,70.786,91.374,63.236,69.706,73.618,81.731,75.075,74.973,71.312,78.661,66.836,65.977,78.973,72.789,19.328,30.122,37.531,15.528,19.567,39.469,26.924,29.149,19.696,26.15,18.191,27.808,24.324,24.22,53.74,51.633,56.983,62.405,65.787,46.479,56.171,0.3758,0.6242,1.0,0.0,0.0,42.0,0.042,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,18.0,-1.493873874844375
scenario_00097,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,420.0,380.0,-40.0,40.0,profile_0105,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,25,1,57.0,83.348,82.995,85.227,82.856,84.462,76.101,82.498,58.125,65.557,66.483,62.019,61.696,56.361,61.707,34.153,39.684,48.249,38.571,48.775,36.827,41.043,68.79,89.278,81.839,80.739,93.608,62.189,79.407,74.26,65.338,53.273,73.419,46.698,38.696,58.614,0.552,0.448,1.0,0.0,0.0,420.0,0.42,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,57.0,0.8821897923224528
scenario_00098,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-487.0,-420.0,67.0,67.0,profile_0105,0.62,0.8,0.9,False,True,0.8,0.9,False,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,25,2,57.0,83.348,82.995,85.227,82.856,84.462,76.101,82.498,58.125,65.557,66.483,62.019,61.696,56.361,61.707,34.153,39.684,48.249,38.571,48.775,36.827,41.043,68.79,89.278,81.839,80.739,93.608,62.189,79.407,74.26,65.338,53.273,73.419,46.698,38.696,58.614,0.552,0.448,1.0,0.0,0.0,487.0,0.487,0.7733333333333333,1.354860421472348,1.0,0.0,0.0,57.0,0.8821897923224528
scenario_00099,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,150.0,27.0,27.0,profile_0105,0.62,0.7,0.6,True,True,0.0,0.0,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,25,3,57.0,83.348,82.995,85.227,82.856,84.462,76.101,82.498,58.125,65.557,66.483,62.019,61.696,56.361,61.707,34.153,39.684,48.249,38.571,48.775,36.827,41.043,68.79,89.278,81.839,80.739,93.608,62.189,79.407,74.26,65.338,53.273,73.419,46.698,38.696,58.614,0.552,0.448,1.0,0.0,0.0,123.0,0.123,0.64,-1.2215321080686057,0.0,1.0,0.0,57.0,0.8821897923224528
scenario_00100,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,427.0,480.0,53.0,53.0,profile_0105,0.62,0.7,0.8,False,True,0.7,0.6,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,25,4,57.0,83.348,82.995,85.227,82.856,84.462,76.101,82.498,58.125,65.557,66.483,62.019,61.696,56.361,61.707,34.153,39.684,48.249,38.571,48.775,36.827,41.043,68.79,89.278,81.839,80.739,93.608,62.189,79.407,74.26,65.338,53.273,73.419,46.698,38.696,58.614,0.552,0.448,1.0,0.0,0.0,427.0,0.427,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,57.0,0.8821897923224528
scenario_00101,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,180.0,-37.0,37.0,profile_0106,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,26,1,18.0,41.604,81.791,65.279,72.907,66.029,63.194,65.134,16.239,22.531,25.086,2.329,23.082,14.03,17.216,71.254,60.355,47.72,65.579,42.381,62.725,58.336,31.938,26.942,25.849,30.709,18.642,34.437,28.086,0.0,5.781,0.0,14.096,0.0,5.841,4.286,0.5841,0.4159,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,18.0,-1.493873874844375
scenario_00102,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,112.0,75.0,75.0,profile_0106,0.62,0.7,0.8,False,True,0.8,0.8,False,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,26,2,18.0,41.604,81.791,65.279,72.907,66.029,63.194,65.134,16.239,22.531,25.086,2.329,23.082,14.03,17.216,71.254,60.355,47.72,65.579,42.381,62.725,58.336,31.938,26.942,25.849,30.709,18.642,34.437,28.086,0.0,5.781,0.0,14.096,0.0,5.841,4.286,0.5841,0.4159,0.0,1.0,0.0,37.0,0.037,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,18.0,-1.493873874844375
scenario_00103,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,profile_0106,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,26,3,18.0,41.604,81.791,65.279,72.907,66.029,63.194,65.134,16.239,22.531,25.086,2.329,23.082,14.03,17.216,71.254,60.355,47.72,65.579,42.381,62.725,58.336,31.938,26.942,25.849,30.709,18.642,34.437,28.086,0.0,5.781,0.0,14.096,0.0,5.841,4.286,0.5841,0.4159,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,18.0,-1.493873874844375
scenario_00104,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,112.0,150.0,38.0,38.0,profile_0106,0.62,0.7,0.8,False,True,0.7,0.6,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,26,4,18.0,41.604,81.791,65.279,72.907,66.029,63.194,65.134,16.239,22.531,25.086,2.329,23.082,14.03,17.216,71.254,60.355,47.72,65.579,42.381,62.725,58.336,31.938,26.942,25.849,30.709,18.642,34.437,28.086,0.0,5.781,0.0,14.096,0.0,5.841,4.286,0.5841,0.4159,0.0,1.0,0.0,112.0,0.112,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,18.0,-1.493873874844375
scenario_00105,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,812.0,830.0,18.0,18.0,profile_0111,0.62,0.7,0.8,False,True,0.8,0.8,False,True,0.9,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,27,1,37.0,33.724,5.826,18.336,0.0,13.944,6.494,13.054,12.649,3.193,17.231,15.965,30.589,13.542,15.528,92.595,96.3,99.298,87.171,90.459,85.118,91.823,53.905,45.337,54.783,61.872,63.276,65.098,57.378,100.0,80.227,89.232,100.0,92.142,100.0,93.6,0.5833,0.4167,0.0,1.0,0.0,812.0,0.812,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,37.0,-0.3363043959682281
scenario_00106,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-213.0,-180.0,33.0,33.0,profile_0111,0.65,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,27,2,37.0,33.724,5.826,18.336,0.0,13.944,6.494,13.054,12.649,3.193,17.231,15.965,30.589,13.542,15.528,92.595,96.3,99.298,87.171,90.459,85.118,91.823,53.905,45.337,54.783,61.872,63.276,65.098,57.378,100.0,80.227,89.232,100.0,92.142,100.0,93.6,0.5833,0.4167,0.0,1.0,0.0,213.0,0.213,0.7833333333333333,1.54808986118792,1.0,0.0,0.0,37.0,-0.3363043959682281
scenario_00107,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,682.0,720.0,38.0,38.0,profile_0111,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,27,3,37.0,33.724,5.826,18.336,0.0,13.944,6.494,13.054,12.649,3.193,17.231,15.965,30.589,13.542,15.528,92.595,96.3,99.298,87.171,90.459,85.118,91.823,53.905,45.337,54.783,61.872,63.276,65.098,57.378,100.0,80.227,89.232,100.0,92.142,100.0,93.6,0.5833,0.4167,0.0,1.0,0.0,682.0,0.682,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,37.0,-0.3363043959682281
scenario_00108,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,510.0,60.0,60.0,profile_0111,0.62,0.7,0.8,False,True,0.7,0.6,True,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,27,4,37.0,33.724,5.826,18.336,0.0,13.944,6.494,13.054,12.649,3.193,17.231,15.965,30.589,13.542,15.528,92.595,96.3,99.298,87.171,90.459,85.118,91.823,53.905,45.337,54.783,61.872,63.276,65.098,57.378,100.0,80.227,89.232,100.0,92.142,100.0,93.6,0.5833,0.4167,0.0,1.0,0.0,450.0,0.45,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,37.0,-0.3363043959682281
scenario_00109,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,378.0,350.0,-28.0,28.0,profile_0132,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.9,False,False,False,False,profile_panel_repeated_attacked_leaves,28,1,22.0,22.339,20.387,21.144,16.286,19.624,22.178,20.326,65.352,48.457,53.043,69.992,70.415,69.594,62.809,21.353,16.78,28.888,27.417,20.865,24.827,23.355,51.163,28.074,54.597,55.682,38.548,42.446,45.085,87.017,89.812,88.162,77.129,99.606,80.585,87.052,0.4538,0.5462,1.0,0.0,0.0,378.0,0.378,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,22.0,-1.2501750371862388
scenario_00110,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-321.0,-250.0,71.0,71.0,profile_0132,0.75,0.8,0.9,False,True,0.0,0.0,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,28,2,22.0,22.339,20.387,21.144,16.286,19.624,22.178,20.326,65.352,48.457,53.043,69.992,70.415,69.594,62.809,21.353,16.78,28.888,27.417,20.865,24.827,23.355,51.163,28.074,54.597,55.682,38.548,42.446,45.085,87.017,89.812,88.162,77.129,99.606,80.585,87.052,0.4538,0.5462,1.0,0.0,0.0,321.0,0.321,0.8166666666666668,2.1921879935731603,1.0,0.0,0.0,22.0,-1.2501750371862388
scenario_00111,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,52.0,15.0,15.0,profile_0132,0.62,0.4,0.5,True,True,0.8,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,28,3,22.0,22.339,20.387,21.144,16.286,19.624,22.178,20.326,65.352,48.457,53.043,69.992,70.415,69.594,62.809,21.353,16.78,28.888,27.417,20.865,24.827,23.355,51.163,28.074,54.597,55.682,38.548,42.446,45.085,87.017,89.812,88.162,77.129,99.606,80.585,87.052,0.4538,0.5462,1.0,0.0,0.0,37.0,0.037,0.5066666666666667,-3.797924637609559,0.0,1.0,0.0,22.0,-1.2501750371862388
scenario_00112,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,312.0,284.0,-28.0,28.0,profile_0132,0.68,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,28,4,22.0,22.339,20.387,21.144,16.286,19.624,22.178,20.326,65.352,48.457,53.043,69.992,70.415,69.594,62.809,21.353,16.78,28.888,27.417,20.865,24.827,23.355,51.163,28.074,54.597,55.682,38.548,42.446,45.085,87.017,89.812,88.162,77.129,99.606,80.585,87.052,0.4538,0.5462,1.0,0.0,0.0,312.0,0.312,0.7266666666666666,0.4531230361330126,0.0,0.0,1.0,22.0,-1.2501750371862388
scenario_00113,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,672.0,635.0,-37.0,37.0,profile_0135,0.62,0.7,0.8,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,29,1,36.0,40.853,36.324,34.766,36.18,52.179,45.277,40.93,100.0,100.0,96.168,100.0,95.712,91.549,97.238,64.136,78.691,84.131,71.245,84.953,92.464,79.27,21.305,5.513,4.271,13.606,6.112,21.829,12.106,74.112,76.309,76.122,66.739,73.948,78.796,74.338,0.197,0.803,1.0,0.0,0.0,672.0,0.672,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,36.0,-0.3972291053827621
scenario_00114,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-217.0,-180.0,37.0,37.0,profile_0135,0.62,0.7,0.8,False,False,0.8,0.7,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,29,2,36.0,40.853,36.324,34.766,36.18,52.179,45.277,40.93,100.0,100.0,96.168,100.0,95.712,91.549,97.238,64.136,78.691,84.131,71.245,84.953,92.464,79.27,21.305,5.513,4.271,13.606,6.112,21.829,12.106,74.112,76.309,76.122,66.739,73.948,78.796,74.338,0.197,0.803,1.0,0.0,0.0,217.0,0.217,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,36.0,-0.3972291053827621
scenario_00115,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,58.0,16.0,16.0,profile_0135,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,29,3,36.0,40.853,36.324,34.766,36.18,52.179,45.277,40.93,100.0,100.0,96.168,100.0,95.712,91.549,97.238,64.136,78.691,84.131,71.245,84.953,92.464,79.27,21.305,5.513,4.271,13.606,6.112,21.829,12.106,74.112,76.309,76.122,66.739,73.948,78.796,74.338,0.197,0.803,1.0,0.0,0.0,42.0,0.042,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,36.0,-0.3972291053827621
scenario_00116,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,687.0,723.0,36.0,36.0,profile_0135,0.62,0.8,0.9,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,29,4,36.0,40.853,36.324,34.766,36.18,52.179,45.277,40.93,100.0,100.0,96.168,100.0,95.712,91.549,97.238,64.136,78.691,84.131,71.245,84.953,92.464,79.27,21.305,5.513,4.271,13.606,6.112,21.829,12.106,74.112,76.309,76.122,66.739,73.948,78.796,74.338,0.197,0.803,1.0,0.0,0.0,687.0,0.687,0.7733333333333333,1.354860421472348,0.0,0.0,1.0,36.0,-0.3972291053827621
scenario_00117,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,180.0,-37.0,37.0,profile_0136,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,30,1,55.0,52.594,52.13,32.651,33.725,23.47,47.868,40.406,33.063,47.681,36.8,32.56,33.19,17.33,33.437,57.79,46.111,47.276,55.237,61.772,53.634,53.637,81.661,74.066,68.365,62.853,67.981,77.116,72.007,5.284,1.419,7.635,0.0,0.0,13.754,4.682,0.6483,0.3517,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,55.0,0.7603403734933847
