scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,abs_delta_score,adversarial_effectivity,adversarial_direction,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,baseline_abs_score,baseline_extremity_norm,exposure_quality_score,exposure_quality_z,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,primary_moderator_value,primary_moderator_z
scenario_00342,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,510.0,60.0,60.0,-60.0,-1,profile_0437,0.62,0.7,0.8,False,True,0.6,0.5,True,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,86,2,44.0,98.845,84.007,87.647,82.985,65.473,97.847,86.134,26.464,24.761,29.943,31.869,27.397,32.449,28.814,94.591,86.476,78.81,90.006,80.507,84.134,85.754,66.669,68.127,68.842,68.782,65.71,89.048,71.197,83.567,72.406,76.008,66.605,74.44,70.728,73.959,0.6144,0.3856,0.0,1.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,44.0,0.1298258372459809
scenario_00343,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,187.0,212.0,25.0,25.0,-25.0,-1,profile_0437,0.62,0.7,0.8,False,True,0.7,0.6,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,86,3,44.0,98.845,84.007,87.647,82.985,65.473,97.847,86.134,26.464,24.761,29.943,31.869,27.397,32.449,28.814,94.591,86.476,78.81,90.006,80.507,84.134,85.754,66.669,68.127,68.842,68.782,65.71,89.048,71.197,83.567,72.406,76.008,66.605,74.44,70.728,73.959,0.6144,0.3856,0.0,1.0,0.0,187.0,0.187,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,44.0,0.1298258372459809
scenario_00344,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,490.0,67.0,67.0,67.0,1,profile_0437,0.75,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,86,4,44.0,98.845,84.007,87.647,82.985,65.473,97.847,86.134,26.464,24.761,29.943,31.869,27.397,32.449,28.814,94.591,86.476,78.81,90.006,80.507,84.134,85.754,66.669,68.127,68.842,68.782,65.71,89.048,71.197,83.567,72.406,76.008,66.605,74.44,70.728,73.959,0.6144,0.3856,0.0,1.0,0.0,423.0,0.423,0.75,0.922587712156197,0.0,0.0,1.0,44.0,0.1298258372459809
scenario_00345,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,-33.0,-1,profile_0446,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,87,1,18.0,75.442,65.572,53.056,64.623,59.078,64.259,63.672,59.904,61.24,57.591,43.013,78.595,52.436,58.796,38.587,44.005,55.898,53.808,52.607,54.994,49.983,15.684,0.0,8.404,12.45,0.0,0.0,6.089,62.285,49.11,61.088,57.773,59.907,40.997,55.193,0.3302,0.6698,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,18.0,-1.5008368528001557
scenario_00346,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,-33.0,-1,profile_0446,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,87,2,18.0,75.442,65.572,53.056,64.623,59.078,64.259,63.672,59.904,61.24,57.591,43.013,78.595,52.436,58.796,38.587,44.005,55.898,53.808,52.607,54.994,49.983,15.684,0.0,8.404,12.45,0.0,0.0,6.089,62.285,49.11,61.088,57.773,59.907,40.997,55.193,0.3302,0.6698,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,18.0,-1.5008368528001557
scenario_00347,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,-33.0,-1,profile_0446,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,87,3,18.0,75.442,65.572,53.056,64.623,59.078,64.259,63.672,59.904,61.24,57.591,43.013,78.595,52.436,58.796,38.587,44.005,55.898,53.808,52.607,54.994,49.983,15.684,0.0,8.404,12.45,0.0,0.0,6.089,62.285,49.11,61.088,57.773,59.907,40.997,55.193,0.3302,0.6698,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,18.0,-1.5008368528001557
scenario_00348,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,290.0,73.0,73.0,73.0,1,profile_0446,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.3,0.4,True,True,False,False,profile_panel_repeated_attacked_leaves,87,4,18.0,75.442,65.572,53.056,64.623,59.078,64.259,63.672,59.904,61.24,57.591,43.013,78.595,52.436,58.796,38.587,44.005,55.898,53.808,52.607,54.994,49.983,15.684,0.0,8.404,12.45,0.0,0.0,6.089,62.285,49.11,61.088,57.773,59.907,40.997,55.193,0.3302,0.6698,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,18.0,-1.5008368528001557
scenario_00349,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,387.0,-36.0,36.0,36.0,-1,profile_0449,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,88,1,57.0,52.523,46.96,37.058,33.342,43.962,56.321,45.028,86.889,85.785,86.735,77.584,81.907,73.489,82.065,34.326,41.139,40.538,34.149,32.961,7.482,31.766,78.01,65.53,65.922,69.381,67.766,82.618,71.538,46.189,42.978,37.571,44.565,55.749,61.246,48.05,0.4762,0.5238,0.0,0.0,1.0,423.0,0.423,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,57.0,0.9451571822690492
scenario_00350,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,473.0,520.0,47.0,47.0,-47.0,-1,profile_0449,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,88,2,57.0,52.523,46.96,37.058,33.342,43.962,56.321,45.028,86.889,85.785,86.735,77.584,81.907,73.489,82.065,34.326,41.139,40.538,34.149,32.961,7.482,31.766,78.01,65.53,65.922,69.381,67.766,82.618,71.538,46.189,42.978,37.571,44.565,55.749,61.246,48.05,0.4762,0.5238,0.0,0.0,1.0,473.0,0.473,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,57.0,0.9451571822690492
scenario_00351,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,214.0,250.0,36.0,36.0,-36.0,-1,profile_0449,0.62,0.7,0.8,False,False,0.7,0.8,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,88,3,57.0,52.523,46.96,37.058,33.342,43.962,56.321,45.028,86.889,85.785,86.735,77.584,81.907,73.489,82.065,34.326,41.139,40.538,34.149,32.961,7.482,31.766,78.01,65.53,65.922,69.381,67.766,82.618,71.538,46.189,42.978,37.571,44.565,55.749,61.246,48.05,0.4762,0.5238,0.0,0.0,1.0,214.0,0.214,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,57.0,0.9451571822690492
scenario_00352,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,689.0,720.0,31.0,31.0,31.0,1,profile_0449,0.75,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,88,4,57.0,52.523,46.96,37.058,33.342,43.962,56.321,45.028,86.889,85.785,86.735,77.584,81.907,73.489,82.065,34.326,41.139,40.538,34.149,32.961,7.482,31.766,78.01,65.53,65.922,69.381,67.766,82.618,71.538,46.189,42.978,37.571,44.565,55.749,61.246,48.05,0.4762,0.5238,0.0,0.0,1.0,689.0,0.689,0.75,0.922587712156197,0.0,0.0,1.0,57.0,0.9451571822690492
scenario_00353,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,600.0,-50.0,50.0,50.0,-1,profile_0450,0.75,0.6,0.7,True,True,0.7,0.6,False,False,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,89,1,43.0,46.436,33.471,44.108,50.55,27.393,39.872,40.305,18.673,26.21,38.438,28.865,41.337,33.703,31.204,43.058,56.613,39.89,53.977,49.105,53.756,49.4,94.065,97.25,94.708,99.688,94.256,97.235,96.2,24.107,0.0,0.0,0.0,7.734,20.368,8.701,0.7887,0.2113,0.0,1.0,0.0,650.0,0.65,0.6833333333333332,-0.8684100304425839,0.0,0.0,0.0,43.0,0.0671080414749756
scenario_00354,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,67.0,24.0,-43.0,43.0,43.0,-1,profile_0450,0.62,0.8,0.9,False,True,0.8,0.8,False,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,89,2,43.0,46.436,33.471,44.108,50.55,27.393,39.872,40.305,18.673,26.21,38.438,28.865,41.337,33.703,31.204,43.058,56.613,39.89,53.977,49.105,53.756,49.4,94.065,97.25,94.708,99.688,94.256,97.235,96.2,24.107,0.0,0.0,0.0,7.734,20.368,8.701,0.7887,0.2113,0.0,1.0,0.0,67.0,0.067,0.7733333333333333,1.5494369220657689,1.0,0.0,0.0,43.0,0.0671080414749756
scenario_00355,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,675.0,25.0,25.0,-25.0,-1,profile_0450,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,89,3,43.0,46.436,33.471,44.108,50.55,27.393,39.872,40.305,18.673,26.21,38.438,28.865,41.337,33.703,31.204,43.058,56.613,39.89,53.977,49.105,53.756,49.4,94.065,97.25,94.708,99.688,94.256,97.235,96.2,24.107,0.0,0.0,0.0,7.734,20.368,8.701,0.7887,0.2113,0.0,1.0,0.0,650.0,0.65,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,43.0,0.0671080414749756
scenario_00356,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,325.0,360.0,35.0,35.0,35.0,1,profile_0450,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,89,4,43.0,46.436,33.471,44.108,50.55,27.393,39.872,40.305,18.673,26.21,38.438,28.865,41.337,33.703,31.204,43.058,56.613,39.89,53.977,49.105,53.756,49.4,94.065,97.25,94.708,99.688,94.256,97.235,96.2,24.107,0.0,0.0,0.0,7.734,20.368,8.701,0.7887,0.2113,0.0,1.0,0.0,325.0,0.325,0.7733333333333333,1.5494369220657689,0.0,0.0,1.0,43.0,0.0671080414749756
scenario_00357,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,272.0,55.0,55.0,-55.0,-1,profile_0453,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.7,0.6,False,True,False,False,profile_panel_repeated_attacked_leaves,90,1,46.0,39.246,44.756,29.423,23.707,28.772,40.661,34.427,78.132,65.986,78.24,63.558,68.17,71.804,70.982,31.151,10.943,30.441,21.691,12.789,32.329,23.224,49.005,37.559,35.615,43.544,47.149,40.207,42.18,87.927,85.842,91.144,93.394,88.563,89.193,89.344,0.358,0.642,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,46.0,0.2552614287879914
scenario_00358,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,245.0,28.0,28.0,-28.0,-1,profile_0453,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,90,2,46.0,39.246,44.756,29.423,23.707,28.772,40.661,34.427,78.132,65.986,78.24,63.558,68.17,71.804,70.982,31.151,10.943,30.441,21.691,12.789,32.329,23.224,49.005,37.559,35.615,43.544,47.149,40.207,42.18,87.927,85.842,91.144,93.394,88.563,89.193,89.344,0.358,0.642,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,46.0,0.2552614287879914
scenario_00359,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,100.0,58.0,58.0,-58.0,-1,profile_0453,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.2,0.3,True,False,False,False,profile_panel_repeated_attacked_leaves,90,3,46.0,39.246,44.756,29.423,23.707,28.772,40.661,34.427,78.132,65.986,78.24,63.558,68.17,71.804,70.982,31.151,10.943,30.441,21.691,12.789,32.329,23.224,49.005,37.559,35.615,43.544,47.149,40.207,42.18,87.927,85.842,91.144,93.394,88.563,89.193,89.344,0.358,0.642,0.0,0.0,1.0,42.0,0.042,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,46.0,0.2552614287879914
scenario_00360,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,487.0,420.0,-67.0,67.0,-67.0,1,profile_0453,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,90,4,46.0,39.246,44.756,29.423,23.707,28.772,40.661,34.427,78.132,65.986,78.24,63.558,68.17,71.804,70.982,31.151,10.943,30.441,21.691,12.789,32.329,23.224,49.005,37.559,35.615,43.544,47.149,40.207,42.18,87.927,85.842,91.144,93.394,88.563,89.193,89.344,0.358,0.642,0.0,0.0,1.0,487.0,0.487,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,46.0,0.2552614287879914
scenario_00361,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,687.0,732.0,45.0,45.0,-45.0,-1,profile_0455,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,91,1,38.0,7.975,17.515,0.0,5.2,6.819,5.344,7.142,82.998,93.228,95.316,84.116,87.451,100.0,90.518,99.748,78.385,83.883,91.624,90.948,92.233,89.47,43.832,29.612,30.424,39.465,28.916,40.405,35.442,35.758,62.011,45.481,50.331,50.718,34.63,46.488,0.3417,0.6583,0.0,1.0,0.0,687.0,0.687,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,38.0,-0.2464809373800506
scenario_00362,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,667.0,44.0,44.0,-44.0,-1,profile_0455,0.65,0.7,0.8,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,91,2,38.0,7.975,17.515,0.0,5.2,6.819,5.344,7.142,82.998,93.228,95.316,84.116,87.451,100.0,90.518,99.748,78.385,83.883,91.624,90.948,92.233,89.47,43.832,29.612,30.424,39.465,28.916,40.405,35.442,35.758,62.011,45.481,50.331,50.718,34.63,46.488,0.3417,0.6583,0.0,1.0,0.0,623.0,0.623,0.7166666666666668,0.0270888408568109,1.0,0.0,0.0,38.0,-0.2464809373800506
scenario_00363,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,63.0,125.0,62.0,62.0,-62.0,-1,profile_0455,0.62,0.7,0.8,False,True,0.8,0.8,False,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,91,3,38.0,7.975,17.515,0.0,5.2,6.819,5.344,7.142,82.998,93.228,95.316,84.116,87.451,100.0,90.518,99.748,78.385,83.883,91.624,90.948,92.233,89.47,43.832,29.612,30.424,39.465,28.916,40.405,35.442,35.758,62.011,45.481,50.331,50.718,34.63,46.488,0.3417,0.6583,0.0,1.0,0.0,63.0,0.063,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,38.0,-0.2464809373800506
scenario_00364,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,723.0,768.0,45.0,45.0,45.0,1,profile_0455,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,91,4,38.0,7.975,17.515,0.0,5.2,6.819,5.344,7.142,82.998,93.228,95.316,84.116,87.451,100.0,90.518,99.748,78.385,83.883,91.624,90.948,92.233,89.47,43.832,29.612,30.424,39.465,28.916,40.405,35.442,35.758,62.011,45.481,50.331,50.718,34.63,46.488,0.3417,0.6583,0.0,1.0,0.0,723.0,0.723,0.7733333333333333,1.5494369220657689,0.0,0.0,1.0,38.0,-0.2464809373800506
scenario_00365,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,65.0,78.0,13.0,13.0,-13.0,-1,profile_0456,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,92,1,57.0,23.599,5.115,10.867,9.664,0.0,0.0,8.208,80.148,73.146,79.542,82.693,56.529,59.752,71.969,17.455,12.629,29.517,13.493,13.22,18.583,17.483,11.075,34.125,29.52,29.553,15.866,26.807,24.491,11.515,18.415,21.065,23.685,17.077,29.179,20.156,0.3176,0.6824,0.0,0.0,1.0,65.0,0.065,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,57.0,0.9451571822690492
scenario_00366,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,480.0,30.0,30.0,-30.0,-1,profile_0456,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,92,2,57.0,23.599,5.115,10.867,9.664,0.0,0.0,8.208,80.148,73.146,79.542,82.693,56.529,59.752,71.969,17.455,12.629,29.517,13.493,13.22,18.583,17.483,11.075,34.125,29.52,29.553,15.866,26.807,24.491,11.515,18.415,21.065,23.685,17.077,29.179,20.156,0.3176,0.6824,0.0,0.0,1.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,57.0,0.9451571822690492
scenario_00367,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,480.0,57.0,57.0,-57.0,-1,profile_0456,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,92,3,57.0,23.599,5.115,10.867,9.664,0.0,0.0,8.208,80.148,73.146,79.542,82.693,56.529,59.752,71.969,17.455,12.629,29.517,13.493,13.22,18.583,17.483,11.075,34.125,29.52,29.553,15.866,26.807,24.491,11.515,18.415,21.065,23.685,17.077,29.179,20.156,0.3176,0.6824,0.0,0.0,1.0,423.0,0.423,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,57.0,0.9451571822690492
scenario_00368,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,672.0,49.0,49.0,49.0,1,profile_0456,0.65,0.7,0.8,False,True,0.8,0.9,False,True,0.9,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,92,4,57.0,23.599,5.115,10.867,9.664,0.0,0.0,8.208,80.148,73.146,79.542,82.693,56.529,59.752,71.969,17.455,12.629,29.517,13.493,13.22,18.583,17.483,11.075,34.125,29.52,29.553,15.866,26.807,24.491,11.515,18.415,21.065,23.685,17.077,29.179,20.156,0.3176,0.6824,0.0,0.0,1.0,623.0,0.623,0.7166666666666668,0.0270888408568109,0.0,0.0,1.0,57.0,0.9451571822690492
scenario_00369,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,150.0,-67.0,67.0,67.0,-1,profile_0458,0.62,0.7,0.8,False,True,0.7,0.6,True,True,0.3,0.4,True,False,False,False,profile_panel_repeated_attacked_leaves,93,1,60.0,30.954,36.7,32.601,28.719,12.759,15.709,26.24,46.353,47.721,41.557,48.713,38.321,45.436,44.684,4.364,0.0,12.748,3.193,9.281,18.288,7.979,61.717,84.382,80.484,91.512,68.101,67.998,75.699,28.076,32.213,27.119,30.684,22.113,27.84,28.007,0.6009,0.3991,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,60.0,1.1333105695820649
scenario_00370,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,487.0,520.0,33.0,33.0,-33.0,-1,profile_0458,0.62,0.7,0.8,False,True,0.7,0.6,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,93,2,60.0,30.954,36.7,32.601,28.719,12.759,15.709,26.24,46.353,47.721,41.557,48.713,38.321,45.436,44.684,4.364,0.0,12.748,3.193,9.281,18.288,7.979,61.717,84.382,80.484,91.512,68.101,67.998,75.699,28.076,32.213,27.119,30.684,22.113,27.84,28.007,0.6009,0.3991,0.0,0.0,1.0,487.0,0.487,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,60.0,1.1333105695820649
